[ 2026-01-20 16:53:18,366 ] asyncio - DEBUG - Using proactor: IocpProactor
[ 2026-01-20 16:53:33,014 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,015 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[0:6]
[ 2026-01-20 16:53:33,015 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[7:11]
[ 2026-01-20 16:53:33,015 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,015 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,015 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[12:25]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[26:27]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[28:35]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[36:39]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[40:50]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[51:54]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[55:61]
[ 2026-01-20 16:53:33,016 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[62:64]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[65:79]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[80:85]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[86:98]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[99:105]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[106:118]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[119:122]
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,017 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[123:136]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[137:140]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[141:156]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[157:160]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[161:175]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[176:179]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_name with data[180:192]
[ 2026-01-20 16:53:33,018 ] python_multipart.multipart - DEBUG - Calling on_field_data with data[193:196]
[ 2026-01-20 16:53:33,019 ] python_multipart.multipart - DEBUG - Calling on_field_end with no data
[ 2026-01-20 16:53:33,019 ] python_multipart.multipart - DEBUG - Calling on_field_start with no data
